char	mandarin	mandarin_initial	mandarin_final	mandarin_tone	cantonese	cantonese_initial	cantonese_final	cantonese_tone
睚	yá	y	a	2	ngaai4	ng	aai	4
睛	jīng	j	ing	1	zing1	z	ing	1
睜	zhēng	zh	eng	1	zang1	z	ang	1
睝	lí	l	i	2	lei4	l	ei	4
睞	lài	l	ai	4	loi6	l	oi	6
睟	suì	s	ui	4	seoi6	s	eoi	6
睠	juàn	j	uan	4	gyun3	g	yun	3
睡	shuì	sh	ui	4	seoi6	s	eoi	6
睢	suī	s	ui	1	seoi1	s	eoi	1
督	dū	d	u	1	duk1	d	uk	1
睤	bì	b	i	4	pai5	p	ai	5
睥	pì	p	i	4	pai5	p	ai	5
睦	mù	m	u	4	muk6	m	uk	6
睧	hūn	h	un	1	fan1	f	an	1
睨	nì	n	i	4	ngai6	ng	ai	6
睩	lù	l	u	4	luk1	l	uk	1
睪	yì	y	i	4	jik6	j	ik	6
睫	jié	j	ie	2	zit6	z	it	6
睬	cǎi	c	ai	3	coi2	c	oi	2
睭	zhǒu	zh	ou	3	zau2	z	au	2
睮	yú	y	u	2	jyu4	j	yu	4
睰	mà	m	a	4	maat3	m	aat	3
睱	xià	x	ia	4	haa6	h	aa	6
睲	xǐng	x	ing	3	sing2	s	ing	2
睳	huī	h	ui	1	fui1	f	ui	1
睴	gùn	g	un	4	gwan3	gw	an	3
睵	zāi	z	ai	1	zoi1	z	oi	1
睶	chǔn	ch	un	3	ceon2	c	eon	2
睷	jiān	j	ian	1	gin1	g	in	1
睸	mèi	m	ei	4	mei1	m	ei	1
睹	dǔ	d	u	3	dou2	d	ou	2
睺	hóu	h	ou	2	hau4	h	au	4
睻	xuān	x	uan	1	hyun1	h	yun	1
睼	tiàn	t	ian	4	tin3	t	in	3
睽	kuí	k	ui	2	kwai4	kw	ai	4
睾	gāo	g	ao	1	gou1	g	ou	1
睿	ruì	r	ui	4	jeoi6	j	eoi	6
瞀	mào	m	ao	4	mau6	m	au	6
瞁	xù	x	u	4	gwik1	gw	ik	1
瞂	fá	f	a	2	fat6	f	at	6
瞃	wò	w	o	4	wat1	w	at	1
瞄	miáo	m	iao	2	miu4	m	iu	4
瞅	chǒu	ch	ou	3	cau2	c	au	2
瞆	kuì	k	ui	4	gwai3	gw	ai	3
瞇	mī	m	i	1	mai5	m	ai	5
瞈	wěng	w	eng	3	jung2	j	ung	2
瞉	kòu	k	ou	4	kau3	k	au	3
瞊	dàng	d	ang	4	dong6	d	ong	6
瞋	chēn	ch	en	1	can1	c	an	1
瞌	kē	k	e	1	hap6	h	ap	6
瞍	sǒu	s	ou	3	sau2	s	au	2
瞎	xiā	x	ia	1	hat6	h	at	6
瞏	qióng	q	iong	2	king4	k	ing	4
瞐	mò	m	o	4	mok6	m	ok	6
瞑	míng	m	ing	2	ming4	m	ing	4
瞒	mán	m	an	2	mun4	m	un	4
瞓	fèn	f	en	4	fan3	f	an	3
瞔	zé	z	e	2	zaak3	z	aak	3
瞕	zhàng	zh	ang	4	zoeng3	z	oeng	3
瞖	yì	y	i	4	ai3		ai	3
瞗	diāo	d	iao	1	diu1	d	iu	1
瞘	kōu	k	ou	1	kau1	k	au	1
瞙	mò	m	o	4	mok6	m	ok	6
瞚	shùn	sh	un	4	seon3	s	eon	3
瞛	cōng	c	ong	1	cung1	c	ung	1
瞜	lōu	l	ou	1	lau1	l	au	1
瞝	chī	ch	i	1	ci1	c	i	1
瞞	mán	m	an	2	mun4	m	un	4
瞟	piǎo	p	iao	3	piu5	p	iu	5
瞠	chēng	ch	eng	1	caang1	c	aang	1
瞡	guī	g	ui	1	kwai1	kw	ai	1
瞢	méng	m	eng	2	mung4	m	ung	4
瞣	wàn	w	an	4	waan6	w	aan	6
瞤	rún	r	un	2	seon4	s	eon	4
瞥	piē	p	ie	1	pit3	p	it	3
瞦	xī	x	i	1	hei1	h	ei	1
瞧	qiáo	q	iao	2	ciu4	c	iu	4
瞨	pú	p	u	2	pok3	p	ok	3
瞩	zhǔ	zh	u	3	zuk1	z	uk	1
瞪	dèng	d	eng	4	dang1	d	ang	1
瞫	shěn	sh	en	3	sam2	s	am	2
瞬	shùn	sh	un	4	seon3	s	eon	3
瞭	liào	l	iao	4	liu4	l	iu	4
瞮	chè	ch	e	4	cit3	c	it	3
瞯	xián	x	ian	2	gaan3	g	aan	3
瞰	kàn	k	an	4	ham3	h	am	3
瞱	yè	y	e	4	jip6	j	ip	6
瞲	xù	x	u	4	hyut3	h	yut	3
瞳	tóng	t	ong	2	tung4	t	ung	4
瞴	móu	m	ou	2	mou4	m	ou	4
瞵	lín	l	in	2	leon4	l	eon	4
瞶	guì	g	ui	4	gwai3	gw	ai	3
瞷	jiàn	j	ian	4	gaan3	g	aan	3
瞸	yè	y	e	4	jip6	j	ip	6
瞹	ài		ai	4	oi3		oi	3
瞺	huì	h	ui	4	wai3	w	ai	3
瞻	zhān	zh	an	1	zim1	z	im	1
瞼	jiǎn	j	ian	3	gim2	g	im	2
瞽	gǔ	g	u	3	gu2	g	u	2
瞾	zhào	zh	ao	4	ziu3	z	iu	3
瞿	qú	q	u	2	keoi4	k	eoi	4
矀	méi	m	ei	2	mei4	m	ei	4
矁	chǒu	ch	ou	3	cau2	c	au	2
矃	nǐng	n	ing	3	ning5	n	ing	5
矄	xūn	x	un	1	fan1	f	an	1
矅	yào	y	ao	4	jiu6	j	iu	6
矆	huò	h	uo	4	fok3	f	ok	3
矇	méng	m	eng	2	mung4	m	ung	4
矈	mián	m	ian	2	min4	m	in	4
矉	pín	p	in	2	pan4	p	an	4
矊	mián	m	ian	2	min4	m	in	4
矋	lěi	l	ei	3	lai6	l	ai	6
矌	kuàng	k	uang	4	kwong3	kw	ong	3
矍	jué	j	ue	2	fok3	f	ok	3
矎	xuān	x	uan	1	hing3	h	ing	3
矏	mián	m	ian	2	min4	m	in	4
矐	huò	h	uo	4	hok6	h	ok	6
矑	lú	l	u	2	lou4	l	ou	4
矒	méng	m	eng	2	mung4	m	ung	4
矓	lóng	l	ong	2	lung4	l	ung	4
矔	guàn	g	uan	4	gun3	g	un	3
矕	mǎn	m	an	3	maan5	m	aan	5
矖	xǐ	x	i	3	saai2	s	aai	2
矗	chù	ch	u	4	cuk1	c	uk	1
矘	tǎng	t	ang	3	tong2	t	ong	2
矙	kàn	k	an	4	ham3	h	am	3
矚	zhǔ	zh	u	3	zuk1	z	uk	1
矛	máo	m	ao	2	maau4	m	aau	4
矜	jīn	j	in	1	ging1	g	ing	1
矝	jīn	j	in	1	ging1	g	ing	1
矞	yù	y	u	4	wat6	w	at	6
矟	shuò	sh	uo	4	sok3	s	ok	3
矠	zé	z	e	2	zaak6	z	aak	6
矡	jué	j	ue	2	fok3	f	ok	3
矢	shǐ	sh	i	3	ci2	c	i	2
矣	yǐ	y	i	3	ji5	j	i	5
矤	shěn	sh	en	3	can2	c	an	2
知	zhī	zh	i	1	zi1	z	i	1
矦	hóu	h	ou	2	hau4	h	au	4
矧	shěn	sh	en	3	can2	c	an	2
矨	yǐng	y	ing	3	jing5	j	ing	5
矩	jǔ	j	u	3	geoi2	g	eoi	2
矪	zhōu	zh	ou	1	zau1	z	au	1
矫	jiǎo	j	iao	3	giu2	g	iu	2
矬	cuó	c	uo	2	co4	c	o	4
短	duǎn	d	uan	3	dyun2	d	yun	2
矮	ǎi		ai	3	ai2		ai	2
矯	jiǎo	j	iao	3	giu2	g	iu	2
矰	zēng	z	eng	1	zang1	z	ang	1
矱	yuē	y	ue	1	wok6	w	ok	6
矲	bà	b	a	4	baa6	b	aa	6
石	shí	sh	i	2	sek6	s	ek	6
矴	dìng	d	ing	4	deng6	d	eng	6
矵	qì	q	i	4	cai3	c	ai	3
矶	jī	j	i	1	gei1	g	ei	1
矷	zǐ	z	i	3	zi2	z	i	2
矸	gān	g	an	1	gon1	g	on	1
矹	wù	w	u	4	ngat6	ng	at	6
矺	zhé	zh	e	2	zaak3	z	aak	3
矻	kū	k	u	1	ngat6	ng	at	6
矼	gāng	g	ang	1	gong1	g	ong	1
矽	xì	x	i	4	zik6	z	ik	6
矾	fán	f	an	2	faan4	f	aan	4
矿	kuàng	k	uang	4	kong3	k	ong	3
砀	dàng	d	ang	4	dong6	d	ong	6
码	mǎ	m	a	3	maa5	m	aa	5
砂	shā	sh	a	1	saa1	s	aa	1
砃	dān	d	an	1	daan1	d	aan	1
砄	jué	j	ue	2	kyut3	k	yut	3
砅	lì	l	i	4	lai6	l	ai	6
砆	fū	f	u	1	fu1	f	u	1
砇	mín	m	in	2	man4	m	an	4
砈	ě		e	3	ngo5	ng	o	5
砉	huā	h	ua	1	waak6	w	aak	6
砊	kāng	k	ang	1	kong3	k	ong	3
砋	zhǐ	zh	i	3	zi2	z	i	2
砌	qì	q	i	4	cai3	c	ai	3
砍	kǎn	k	an	3	ham2	h	am	2
砎	jiè	j	ie	4	gaai3	g	aai	3
砏	bīn	b	in	1	fan1	f	an	1
砐	è		e	4	ngap6	ng	ap	6
砑	yà	y	a	4	ngaa6	ng	aa	6
砒	pī	p	i	1	pei1	p	ei	1
砓	zhé	zh	e	2	zit3	z	it	3
研	yán	y	an	2	jin4	j	in	4
砕	suì	s	ui	4	seoi3	s	eoi	3
砖	zhuān	zh	uan	1	zyun1	z	yun	1
砗	chē	ch	e	1	ce1	c	e	1
砘	dùn	d	un	4	deon6	d	eon	6
砙	wǎ	w	a	3	ngaa5	ng	aa	5
砚	yàn	y	an	4	jin6	j	in	6
砛	jīn	j	in	1	gaam1	g	aam	1
砜	fēng	f	eng	1	fung1	f	ung	1
砝	fǎ	f	a	3	faat3	f	aat	3
砞	mò	m	o	4	mut6	m	ut	6
砟	zhǎ	zh	a	3	zaa3	z	aa	3
砠	jū	j	u	1	zeoi1	z	eoi	1
砡	yù	y	u	4	juk6	j	uk	6
砢	kē	k	e	1	lo2	l	o	2
砣	tuó	t	uo	2	to4	t	o	4
砤	tuó	t	uo	2	to4	t	o	4
砥	dǐ	d	i	3	dai2	d	ai	2
砦	zhài	zh	ai	4	zaai6	z	aai	6
砧	zhēn	zh	en	1	zam1	z	am	1
砨	è		e	4	ak1		ak	1
砩	fú	f	u	2	fat1	f	at	1
砪	mǔ	m	u	3	mou5	m	ou	5
砫	zhù	zh	u	4	zyu2	z	yu	2
砬	lá	l	a	2	laap6	l	aap	6
砭	biān	b	ian	1	bin1	b	in	1
砮	nǔ	n	u	3	nou5	n	ou	5
砯	pīng	p	ing	1	ping1	p	ing	1
砰	pēng	p	eng	1	ping1	p	ing	1
砱	líng	l	ing	2	leon4	l	eon	4
砲	pào	p	ao	4	paau3	p	aau	3
砳	lè	l	e	4	laak6	l	aak	6
破	pò	p	o	4	po3	p	o	3
砵	bō	b	o	1	but3	b	ut	3
砶	pò	p	o	4	paak3	p	aak	3
砷	shēn	sh	en	1	san1	s	an	1
砸	zá	z	a	2	zaap3	z	aap	3
砹	ài		ai	4	ngaai6	ng	aai	6
砺	lì	l	i	4	lai6	l	ai	6
砻	lóng	l	ong	2	lung4	l	ung	4
砼	tóng	t	ong	2	tung4	t	ung	4
砽	yòng	y	ong	4	jung6	j	ung	6
砾	lì	l	i	4	lik1	l	ik	1
砿	kuàng	k	uang	4	kong3	k	ong	3
础	chǔ	ch	u	3	co2	c	o	2
硁	kēng	k	eng	1	hang1	h	ang	1
硂	quán	q	uan	2	cyun4	c	yun	4
硃	zhū	zh	u	1	zyu1	z	yu	1
硄	kuāng	k	uang	1	hong1	h	ong	1
硅	guī	g	ui	1	gwai1	gw	ai	1
硆	è		e	4	ngap6	ng	ap	6
硇	náo	n	ao	2	naau4	n	aau	4
硈	qià	q	ia	4	kit3	k	it	3
硉	lù	l	u	4	leot6	l	eot	6
硊	huì	h	ui	4	ngai5	ng	ai	5
硋	ài		ai	4	ngoi6	ng	oi	6
硌	gè	g	e	4	kaak3	k	aak	3
硍	yín	y	in	2	haan6	h	aan	6
硎	xíng	x	ing	2	jing4	j	ing	4
硏	yán	y	an	2	ngaan4	ng	aan	4
硐	dòng	d	ong	4	dung6	d	ung	6
硑	pēng	p	eng	1	ping1	p	ing	1
硒	xī	x	i	1	sai1	s	ai	1
硓	lǎo	l	ao	3	lou5	l	ou	5
硔	hóng	h	ong	2	hung4	h	ung	4
硕	shuò	sh	uo	4	sek6	s	ek	6
硖	xiá	x	ia	2	haap6	h	aap	6
硗	qiāo	q	iao	1	haau1	h	aau	1
硘	qing	q	ing	5	wui4	w	ui	4
硙	wèi	w	ei	4	wui1	w	ui	1
硚	qiáo	q	iao	2	kiu4	k	iu	4
硛	yì	y	i	4	zik1	z	ik	1
硜	kēng	k	eng	1	hang1	h	ang	1
硝	xiāo	x	iao	1	siu1	s	iu	1
硞	què	q	ue	4	kok3	k	ok	3
硟	chàn	ch	an	4	cin3	c	in	3
硠	láng	l	ang	2	long4	l	ong	4
硡	hōng	h	ong	1	wang4	w	ang	4
硢	yú	y	u	2	jyu4	j	yu	4
硣	xiāo	x	iao	1	haau1	h	aau	1
硤	xiá	x	ia	2	haap6	h	aap	6
硥	mǎng	m	ang	3	mong5	m	ong	5
硦	luò	l	uo	4	lok6	l	ok	6
硧	yǒng	y	ong	3	jung5	j	ung	5
硨	chē	ch	e	1	ce1	c	e	1
硩	chè	ch	e	4	zit3	z	it	3
硪	wò	w	o	4	ngo4	ng	o	4
硫	liú	l	iu	2	lau4	l	au	4
硬	yìng	y	ing	4	ngaang6	ng	aang	6
硭	máng	m	ang	2	mong4	m	ong	4
确	què	q	ue	4	kok3	k	ok	3
硯	yàn	y	an	4	jin6	j	in	6
硰	shā	sh	a	1	saa1	s	aa	1
硱	kǔn	k	un	3	kwan2	kw	an	2
硲	yù	y	u	4	juk6	j	uk	6
硳	chì	ch	i	4	cek3	c	ek	3
硴	huā	h	ua	1	faa1	f	aa	1
硵	lǔ	l	u	3	lou5	l	ou	5
硶	chěn	ch	en	3	cam2	c	am	2
硷	jiǎn	j	ian	3	gaan2	g	aan	2
硸	nüè	n	ue	4	joek6	j	oek	6
硹	sōng	s	ong	1	sung1	s	ung	1
硺	zhuó	zh	uo	2	zoek3	z	oek	3
硻	kēng	k	eng	1	hang1	h	ang	1
硼	péng	p	eng	2	paang4	p	aang	4
硽	yān	y	an	1	jim1	j	im	1
硾	zhuì	zh	ui	4	zeoi6	z	eoi	6
硿	kōng	k	ong	1	hung1	h	ung	1
碀	chéng	ch	eng	2	cang4	c	ang	4
碁	qí	q	i	2	gei1	g	ei	1
碂	zòng	z	ong	4	zung3	z	ung	3
碃	qìng	q	ing	4	cing3	c	ing	3
碄	lín	l	in	2	lam4	l	am	4
碅	jūn	j	un	1	kwan1	kw	an	1
碆	bō	b	o	1	bo1	b	o	1
碇	dìng	d	ing	4	ding3	d	ing	3
碈	hūn	h	un	1	man4	m	an	4
碉	diāo	d	iao	1	diu1	d	iu	1
碊	jiān	j	ian	1	zin1	z	in	1
碋	hè	h	e	4	ho6	h	o	6
碌	lù	l	u	4	luk1	l	uk	1
碍	ài		ai	4	ngoi6	ng	oi	6
碎	suì	s	ui	4	seoi3	s	eoi	3
碏	què	q	ue	4	coek3	c	oek	3
碐	léng	l	eng	2	ling4	l	ing	4
碑	bēi	b	ei	1	bei1	b	ei	1
碒	yín	y	in	2	jam4	j	am	4
碓	duì	d	ui	4	deoi3	d	eoi	3
碔	wǔ	w	u	3	mou5	m	ou	5
碕	qí	q	i	2	kei4	k	ei	4
碖	lǔn	l	un	3	leon5	l	eon	5
碗	wǎn	w	an	3	wun2	w	un	2
碘	diǎn	d	ian	3	din2	d	in	2
碙	náo	n	ao	2	gong1	g	ong	1
碚	bèi	b	ei	4	bui3	b	ui	3
碛	qì	q	i	4	zik1	z	ik	1
碜	chěn	ch	en	3	cam2	c	am	2
碝	ruǎn	r	uan	3	jyun5	j	yun	5
碞	yán	y	an	2	ngaam4	ng	aam	4
碟	dié	d	ie	2	dip6	d	ip	6
碠	dìng	d	ing	4	ding3	d	ing	3
碡	zhóu	zh	ou	2	duk6	d	uk	6
碢	tuó	t	uo	2	to4	t	o	4
碣	jié	j	ie	2	kit3	k	it	3
碤	yīng	y	ing	1	jing1	j	ing	1
碥	biǎn	b	ian	3	bin2	b	in	2
碦	kè	k	e	4	haak3	h	aak	3
碧	bì	b	i	4	bik1	b	ik	1
碨	wèi	w	ei	4	wai3	w	ai	3
碩	shuò	sh	uo	4	sek6	s	ek	6
碪	zhēn	zh	en	1	zam1	z	am	1
碫	duàn	d	uan	4	dyun3	d	yun	3
碬	xiá	x	ia	2	haa4	h	aa	4
碭	dàng	d	ang	4	dong6	d	ong	6
碮	tí	t	i	2	tai4	t	ai	4
碯	nǎo	n	ao	3	nou5	n	ou	5
碰	pèng	p	eng	4	pung3	p	ung	3
碱	jiǎn	j	ian	3	gaan2	g	aan	2
碲	dì	d	i	4	dai3	d	ai	3
碳	tàn	t	an	4	taan3	t	aan	3
碴	chá	ch	a	2	caa4	c	aa	4
碵	tián	t	ian	2	zing1	z	ing	1
碶	qì	q	i	4	kai3	k	ai	3
碷	dùn	d	un	4	seon5	s	eon	5
碸	fēng	f	eng	1	fung1	f	ung	1
碹	xuàn	x	uan	4	syun4	s	yun	4
確	què	q	ue	4	kok3	k	ok	3
碻	què	q	ue	4	kok3	k	ok	3
碼	mǎ	m	a	3	maa5	m	aa	5
碽	gōng	g	ong	1	gung1	g	ung	1
碾	niǎn	n	ian	3	nin5	n	in	5
碿	sù	s	u	4	seot1	s	eot	1
磀	é		e	2	ngaak6	ng	aak	6
磁	cí	c	i	2	ci4	c	i	4
磂	liú	l	iu	2	lau4	l	au	4
磃	sī	s	i	1	si1	s	i	1
磄	táng	t	ang	2	tong4	t	ong	4
磅	bàng	b	ang	4	bong6	b	ong	6
磆	huá	h	ua	2	waat6	w	aat	6
磇	pī	p	i	1	pei1	p	ei	1
磈	wěi	w	ei	3	faai3	f	aai	3
磉	sǎng	s	ang	3	song2	s	ong	2
磊	lěi	l	ei	3	leoi5	l	eoi	5
磋	cuō	c	uo	1	co1	c	o	1
磌	tián	t	ian	2	tin4	t	in	4
磍	xiá	x	ia	2	git3	g	it	3
磎	xī	x	i	1	kai1	k	ai	1
磏	lián	l	ian	2	lim4	l	im	4
磐	pán	p	an	2	pun4	p	un	4
磑	wéi	w	ei	2	wai3	w	ai	3
磒	yǔn	y	un	3	wan5	w	an	5
磓	duī	d	ui	1	deoi1	d	eoi	1
磔	zhé	zh	e	2	zaak6	z	aak	6
磕	kē	k	e	1	hap6	h	ap	6
磖	lá	l	a	2	laap6	l	aap	6
磗	zhuān	zh	uan	1	zyun1	z	yun	1
磘	yáo	y	ao	2	jiu4	j	iu	4
磙	gǔn	g	un	3	gwan2	gw	an	2
磚	zhuān	zh	uan	1	zyun1	z	yun	1
磛	chán	ch	an	2	caam4	c	aam	4
磜	qì	q	i	4	zai3	z	ai	3
磝	áo		ao	2	ngou4	ng	ou	4
磞	pēng	p	eng	1	paang1	p	aang	1
磟	liù	l	iu	4	luk6	l	uk	6
磠	lǔ	l	u	3	lou5	l	ou	5
磡	kàn	k	an	4	ham3	h	am	3
磢	chuǎng	ch	uang	3	cong2	c	ong	2
磣	chěn	ch	en	3	cam2	c	am	2
磤	yǐn	y	in	3	jan2	j	an	2
磥	lěi	l	ei	3	leoi5	l	eoi	5
磦	biāo	b	iao	1	biu1	b	iu	1
磧	qì	q	i	4	zik1	z	ik	1
磨	mó	m	o	2	mo4	m	o	4
磩	qì	q	i	4	cik1	c	ik	1
磪	cuī	c	ui	1	ceoi4	c	eoi	4
磫	zōng	z	ong	1	zung1	z	ung	1
磬	qìng	q	ing	4	hing3	h	ing	3
磭	chuò	ch	uo	4	coek3	c	oek	3
磮	lún	l	un	2	leon4	l	eon	4
磯	jī	j	i	1	gei1	g	ei	1
磰	shàn	sh	an	4	sin6	s	in	6
磱	láo	l	ao	2	lou4	l	ou	4
磲	qú	q	u	2	keoi4	k	eoi	4
磳	zēng	z	eng	1	zang1	z	ang	1
磴	dèng	d	eng	4	dang3	d	ang	3
磵	jiàn	j	ian	4	gaan3	g	aan	3
磶	xì	x	i	4	sik1	s	ik	1
磷	lín	l	in	2	leon4	l	eon	4
磸	dìng	d	ing	4	ding3	d	ing	3
磹	tán	t	an	2	taam2	t	aam	2
磺	huáng	h	uang	2	wong4	w	ong	4
磻	pán	p	an	2	pun4	p	un	4
磼	zá	z	a	2	zaap6	z	aap	6
磽	qiāo	q	iao	1	haau1	h	aau	1
磾	dī	d	i	1	dai1	d	ai	1
磿	lì	l	i	4	lik6	l	ik	6
礀	jiàn	j	ian	4	gaan3	g	aan	3
礁	jiāo	j	iao	1	ziu1	z	iu	1
礂	xī	x	i	1	hei1	h	ei	1
礃	zhǎng	zh	ang	3	zoeng2	z	oeng	2
礄	qiáo	q	iao	2	kiu4	k	iu	4
礅	dūn	d	un	1	deon1	d	eon	1
礆	jiǎn	j	ian	3	him2	h	im	2
礇	yù	y	u	4	juk1	j	uk	1
礈	zhuì	zh	ui	4	zeoi6	z	eoi	6
礉	hé	h	e	2	hat6	h	at	6
礊	kè	k	e	4	hak1	h	ak	1
礋	zé	z	e	2	zaak6	z	aak	6
礌	léi	l	ei	2	leoi6	l	eoi	6
礍	jié	j	ie	2	kit3	k	it	3
礎	chǔ	ch	u	3	co2	c	o	2
礏	yè	y	e	4	jap6	j	ap	6
礐	què	q	ue	4	kok3	k	ok	3
礑	dàng	d	ang	4	dong2	d	ong	2
礒	yǐ	y	i	3	ngai5	ng	ai	5
礓	jiāng	j	iang	1	goeng1	g	oeng	1
礔	pī	p	i	1	pik1	p	ik	1
礕	pī	p	i	1	pik1	p	ik	1
礖	yù	y	u	4	jyu6	j	yu	6
礗	pīn	p	in	1	pan1	p	an	1
礘	è		e	4	ngap6	ng	ap	6
礙	ài		ai	4	ngoi6	ng	oi	6
礚	kē	k	e	1	hap6	h	ap	6
礛	jiān	j	ian	1	laam4	l	aam	4
礝	ruǎn	r	uan	3	jyun5	j	yun	5
礞	méng	m	eng	2	mung4	m	ung	4
礟	pào	p	ao	4	paau3	p	aau	3
礠	cí	c	i	2	ci4	c	i	4
礡	bó	b	o	2	bok6	b	ok	6
礢	yǎng	y	ang	3	joeng5	j	oeng	5
礣	mà	m	a	4	maat3	m	aat	3
礤	cǎ	c	a	3	caat3	c	aat	3
礥	xián	x	ian	2	jin4	j	in	4
礦	kuàng	k	uang	4	kong3	k	ong	3
礧	léi	l	ei	2	leoi6	l	eoi	6
礨	lěi	l	ei	3	leoi5	l	eoi	5
礩	zhì	zh	i	4	zat1	z	at	1
礪	lì	l	i	4	lai6	l	ai	6
礫	lì	l	i	4	lik1	l	ik	1
礬	fán	f	an	2	faan4	f	aan	4
礭	què	q	ue	4	kok3	k	ok	3
礮	pào	p	ao	4	paau3	p	aau	3
礯	yīng	y	ing	1	jing4	j	ing	4
礰	lì	l	i	4	lik6	l	ik	6
礱	lóng	l	ong	2	lung4	l	ung	4
礲	lóng	l	ong	2	lung4	l	ung	4
礳	mò	m	o	4	mo6	m	o	6
礴	bó	b	o	2	bok6	b	ok	6
礵	shuāng	sh	uang	1	soeng1	s	oeng	1
礶	guàn	g	uan	4	gun3	g	un	3
礷	lán	l	an	2	laam4	l	aam	4
礸	cǎ	c	a	3	caat3	c	aat	3
礹	yán	y	an	2	ngaam4	ng	aam	4
示	shì	sh	i	4	si6	s	i	6
礻	shì	sh	i	4	si6	s	i	6
礼	lǐ	l	i	3	lai5	l	ai	5
礽	réng	r	eng	2	jing4	j	ing	4
社	shè	sh	e	4	se5	s	e	5
礿	yuè	y	ue	4	joek6	j	oek	6
祀	sì	s	i	4	zi6	z	i	6
祁	qí	q	i	2	kei4	k	ei	4
祂	tā	t	a	1	taa1	t	aa	1
祃	mà	m	a	4	maa6	m	aa	6
祄	xiè	x	ie	4	gaai3	g	aai	3
祅	yāo	y	ao	1	jiu1	j	iu	1
祆	xiān	x	ian	1	hin1	h	in	1
祇	qí	q	i	2	kei4	k	ei	4
祈	qí	q	i	2	kei4	k	ei	4
祉	zhǐ	zh	i	3	zi2	z	i	2
祊	bēng	b	eng	1	bang1	b	ang	1
祋	duì	d	ui	4	doi6	d	oi	6
祌	zhòng	zh	ong	4	zung6	z	ung	6
祍	rèn	r	en	4	jam6	j	am	6
祎	yī	y	i	1	ji1	j	i	1
祏	shí	sh	i	2	sek6	s	ek	6
祐	yòu	y	ou	4	jau6	j	au	6
祑	zhì	zh	i	4	zat6	z	at	6
祒	tiáo	t	iao	2	tiu4	t	iu	4
祓	fú	f	u	2	fat1	f	at	1
祔	fù	f	u	4	fu6	f	u	6
祕	mì	m	i	4	bei3	b	ei	3
祖	zǔ	z	u	3	zou2	z	ou	2
祗	zhī	zh	i	1	zi1	z	i	1
祘	suàn	s	uan	4	syun3	s	yun	3
祙	mèi	m	ei	4	mei6	m	ei	6
祚	zuò	z	uo	4	zou6	z	ou	6
祛	qū	q	u	1	keoi1	k	eoi	1
祜	hù	h	u	4	wu2	w	u	2
祝	zhù	zh	u	4	zuk1	z	uk	1
神	shén	sh	en	2	san4	s	an	4
祟	suì	s	ui	4	seoi6	s	eoi	6
祠	cí	c	i	2	ci4	c	i	4
祡	chái	ch	ai	2	caai4	c	aai	4
祢	mí	m	i	2	nei5	n	ei	5
祣	lǚ	l	u	3	leoi5	l	eoi	5
祤	yǔ	y	u	3	jyu5	j	yu	5
祥	xiáng	x	iang	2	coeng4	c	oeng	4
祦	wú	w	u	2	ng4		ng	4
祧	tiāo	t	iao	1	tiu1	t	iu	1
票	piào	p	iao	4	piu3	p	iu	3
祩	zhù	zh	u	4	zyu3	z	yu	3
祪	guǐ	g	ui	3	gwai2	gw	ai	2
祫	xiá	x	ia	2	haap6	h	aap	6
祬	zhī	zh	i	1	zi1	z	i	1
祭	jì	j	i	4	zai3	z	ai	3
祮	gào	g	ao	4	haau2	h	aau	2
祯	zhēn	zh	en	1	zing1	z	ing	1
祰	gào	g	ao	4	haau2	h	aau	2
祱	shuì	sh	ui	4	seoi3	s	eoi	3
祲	jìn	j	in	4	zam1	z	am	1
祴	gāi	g	ai	1	goi1	g	oi	1
祵	kǔn	k	un	3	kwan2	kw	an	2
祶	dì	d	i	4	dai3	d	ai	3
祷	dǎo	d	ao	3	tou2	t	ou	2
祸	huò	h	uo	4	wo6	w	o	6
祹	táo	t	ao	2	tou4	t	ou	4
祺	qí	q	i	2	kei4	k	ei	4
祻	gù	g	u	4	gu3	g	u	3
祼	guàn	g	uan	4	gun3	g	un	3
祽	zuì	z	ui	4	zeoi3	z	eoi	3
祾	líng	l	ing	2	ling4	l	ing	4
祿	lù	l	u	4	luk6	l	uk	6
禀	bǐng	b	ing	3	ban2	b	an	2
禁	jìn	j	in	4	gam3	g	am	3
禂	dǎo	d	ao	3	dou2	d	ou	2
禃	zhí	zh	i	2	zik6	z	ik	6
禄	lù	l	u	4	luk6	l	uk	6
禅	chán	ch	an	2	sim4	s	im	4
禆	bì	b	i	4	pei4	p	ei	4
禇	zhě	zh	e	3	cyu5	c	yu	5
禈	huī	h	ui	1	fai1	f	ai	1
禉	yǒu	y	ou	3	jau5	j	au	5
禊	xì	x	i	4	hai6	h	ai	6
禋	yīn	y	in	1	jan1	j	an	1
禌	zī	z	i	1	zi1	z	i	1
禍	huò	h	uo	4	wo6	w	o	6
禎	zhēn	zh	en	1	zing1	z	ing	1
福	fú	f	u	2	fuk1	f	uk	1
禐	yuàn	y	uan	4	jyun6	j	yun	6
禑	wú	w	u	2	ng4		ng	4
禒	xiǎn	x	ian	3	sin2	s	in	2
禓	yáng	y	ang	2	joeng4	j	oeng	4
禔	zhī	zh	i	1	tai4	t	ai	4
禕	yī	y	i	1	ji1	j	i	1
禖	méi	m	ei	2	mui4	m	ui	4
